Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
7:00 am,5.8,2.5,79,WNW,9 5,15 8,1031.7,0.8,2023-10-07
6:30 am,5.6,2.3,80,N,9 5,17 9,1031.5,0.8,2023-10-07
6:00 am,5.0,2.1,79,WNW,6 3,13 7,1031.2,0.8,2023-10-07
5:30 am,5.4,2.5,77,SW,6 3,13 7,1031.1,0.8,2023-10-07
5:00 am,4.9,1.9,80,WSW,7 4,13 7,1031.1,0.8,2023-10-07
4:30 am,5.0,1.6,80,WNW,9 5,17 9,1031.1,0.8,2023-10-07
4:00 am,5.0,2.2,80,WSW,6 3,11 6,1031.2,0.8,2023-10-07
3:30 am,5.4,3.0,78,W,4 2,9 5,1031.1,0.8,2023-10-07
3:00 am,5.5,2.6,76,WSW,6 3,11 6,1031.2,0.8,2023-10-07
2:30 am,6.8,3.8,71,ENE,7 4,15 8,1031.4,0.8,2023-10-07
2:00 am,7.2,3.8,70,NNE,9 5,17 9,1031.5,0.8,2023-10-07
1:30 am,6.0,3.1,73,SSW,6 3,11 6,1031.7,0.8,2023-10-07
1:00 am,6.2,2.8,73,NW,9 5,13 7,1031.8,0.8,2023-10-07
12:30 am,6.2,2.3,71,WNW,11 6,19 10,1032.2,0.8,2023-10-07
12:00 am,6.7,2.8,69,W,11 6,19 10,1032.3,0.8,2023-10-07
