Time (AWST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
4:00 pm,25.1,25.1,58,WSW,11 6,15 8,1017.0,0.0,2023-10-07
3:30 pm,25.4,24.8,55,WSW,13 7,20 11,1016.9,0.0,2023-10-07
3:00 pm,26.6,26.8,55,W,11 6,17 9,1016.8,0.0,2023-10-07
2:30 pm,24.9,24.2,59,WNW,15 8,24 13,1017.0,0.0,2023-10-07
2:00 pm,26.6,25.4,49,W,15 8,24 13,1016.9,0.0,2023-10-07
1:30 pm,28.0,26.4,39,WNW,13 7,22 12,1017.0,0.0,2023-10-07
1:00 pm,28.9,26.2,29,W,13 7,22 12,1017.0,0.0,2023-10-07
12:30 pm,31.9,28.8,24,NNW,15 8,20 11,1017.1,0.0,2023-10-07
12:00 pm,33.2,29.8,18,NE,13 7,20 11,1017.0,0.0,2023-10-07
11:30 am,32.0,27.4,19,NE,19 10,32 17,1017.3,0.0,2023-10-07
11:00 am,30.8,26.0,19,NE,19 10,28 15,1017.7,0.0,2023-10-07
10:30 am,29.6,24.5,20,NE,20 11,37 20,1018.3,0.0,2023-10-07
10:00 am,29.1,24.0,20,NNE,20 11,35 19,1018.6,0.0,2023-10-07
9:30 am,28.8,23.6,20,NE,20 11,33 18,1018.6,0.0,2023-10-07
9:00 am,28.3,23.0,20,NE,20 11,35 19,1018.7,0.0,2023-10-07
8:30 am,27.4,22.4,22,NE,19 10,30 16,1018.8,0.0,2023-10-07
8:00 am,26.2,21.6,23,NE,17 9,28 15,1018.8,0.0,2023-10-07
7:30 am,23.9,20.9,28,ENE,9 5,17 9,1018.9,0.0,2023-10-07
7:00 am,21.3,18.7,33,ENE,7 4,13 7,1019.0,0.0,2023-10-07
6:30 am,18.1,15.9,43,ENE,6 3,7 4,1018.7,0.0,2023-10-07
6:00 am,17.3,16.0,42,CALM,0 0,4 2,1018.7,0.0,2023-10-07
5:30 am,18.3,16.9,38,CALM,0 0,4 2,1018.3,0.0,2023-10-07
5:00 am,18.8,17.0,36,ENE,2 1,6 3,1018.0,0.0,2023-10-07
4:30 am,20.2,17.3,31,ENE,7 4,13 7,1017.8,0.0,2023-10-07
4:00 am,21.5,18.2,28,ENE,9 5,13 7,1017.7,0.0,2023-10-07
3:30 am,20.0,17.3,34,ENE,7 4,13 7,1017.7,0.0,2023-10-07
3:00 am,18.3,17.0,39,CALM,0 0,6 3,1017.8,0.0,2023-10-07
2:30 am,17.7,17.1,50,CALM,0 0,4 2,1017.8,0.0,2023-10-07
2:00 am,17.1,15.5,49,E,4 2,7 4,1017.9,0.0,2023-10-07
1:30 am,17.3,16.7,53,CALM,0 0,0 0,1018.1,0.0,2023-10-07
1:00 am,18.0,17.3,49,CALM,0 0,0 0,1018.3,0.0,2023-10-07
12:30 am,19.7,19.0,44,CALM,0 0,0 0,1018.4,0.0,2023-10-07
12:00 am,22.0,19.7,32,E,6 3,13 7,1018.5,0.0,2023-10-07
