Time (AWST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,18.2,16.0,45,E,7 4,15 8,1021.0,0.0,2024-04-25
11:00 pm,18.4,15.8,45,E,9 5,17 9,1021.3,0.0,2024-04-25
10:30 pm,18.4,16.3,46,ESE,7 4,13 7,1021.7,0.0,2024-04-25
10:00 pm,18.7,15.9,46,E,11 6,20 11,1022.0,0.0,2024-04-25
9:30 pm,18.8,16.4,46,E,9 5,22 12,1021.9,0.0,2024-04-25
9:00 pm,18.7,16.4,48,ESE,9 5,17 9,1022.1,0.0,2024-04-25
8:30 pm,18.7,16.8,48,E,7 4,15 8,1022.0,0.0,2024-04-25
8:00 pm,18.7,17.0,48,ESE,6 3,13 7,1022.1,0.0,2024-04-25
7:30 pm,18.7,16.9,49,ESE,7 4,15 8,1022.2,0.0,2024-04-25
7:00 pm,18.8,16.5,48,ESE,9 5,15 8,1022.3,0.0,2024-04-25
6:30 pm,18.9,17.0,47,ESE,7 4,17 9,1022.2,0.0,2024-04-25
6:00 pm,19.4,17.4,45,ESE,7 4,19 10,1022.2,0.0,2024-04-25
5:30 pm,20.1,17.3,43,E,11 6,22 12,1022.1,0.0,2024-04-25
5:00 pm,20.9,18.3,43,E,11 6,20 11,1021.6,0.0,2024-04-25
4:30 pm,21.3,18.2,40,E,13 7,24 13,1021.7,0.0,2024-04-25
