Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:30 am,12.6,10.8,70,SSE,6 3,9 5,1021.2,0.0,2023-12-31
6:00 am,12.4,11.4,72,SSE,2 1,6 3,1020.8,0.0,2023-12-31
5:30 am,13.7,11.5,68,E,9 5,17 9,1020.7,0.0,2023-12-31
5:00 am,13.4,11.5,68,ESE,7 4,15 8,1020.5,0.0,2023-12-31
4:30 am,13.7,11.4,66,ESE,9 5,15 8,1020.2,0.0,2023-12-31
4:00 am,13.6,11.1,69,SE,11 6,17 9,1020.2,0.0,2023-12-31
3:30 am,13.0,11.2,72,SSE,7 4,11 6,1020.3,0.0,2023-12-31
3:00 am,13.4,11.4,72,SSE,9 5,17 9,1020.3,0.0,2023-12-31
2:30 am,13.2,11.1,72,S,9 5,17 9,1020.5,0.0,2023-12-31
2:00 am,13.4,11.4,73,SSE,9 5,15 8,1020.8,0.0,2023-12-31
1:30 am,13.3,11.7,74,SSE,7 4,13 7,1021.0,0.0,2023-12-31
1:00 am,13.6,11.7,73,S,9 5,17 9,1021.2,0.0,2023-12-31
12:30 am,13.8,11.4,72,S,11 6,19 10,1021.4,0.0,2023-12-31
12:00 am,13.8,11.9,73,S,9 5,17 9,1021.5,0.0,2023-12-31
