Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,12.0,9.6,96,W,15 8,24 13,1010.2,4.0,2024-07-24
11:00 pm,12.3,9.6,96,W,17 9,22 12,1010.0,2.4,2024-07-24
10:30 pm,12.7,8.7,95,WNW,24 13,43 23,1009.2,0.8,2024-07-24
10:00 pm,13.1,9.1,91,WNW,24 13,46 25,1008.4,0.0,2024-07-24
9:30 pm,13.9,11.0,82,WNW,17 9,30 16,1008.3,0.0,2024-07-24
9:00 pm,15.4,10.7,67,WNW,24 13,43 23,1008.0,0.0,2024-07-24
8:30 pm,16.8,13.2,52,NW,15 8,22 12,1007.5,0.0,2024-07-24
8:00 pm,17.1,13.7,48,NNW,13 7,20 11,1006.8,0.0,2024-07-24
7:30 pm,18.1,14.0,40,NW,15 8,24 13,1006.5,0.0,2024-07-24
7:00 pm,19.2,14.9,35,N,15 8,26 14,1005.4,0.0,2024-07-24
6:30 pm,19.2,14.9,35,N,15 8,32 17,1005.2,0.0,2024-07-24
6:00 pm,19.3,14.7,35,N,17 9,26 14,1005.2,0.0,2024-07-24
