Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
5:30 pm,18.6,16.9,67,SW,13 7,24 13,1025.0,0.0,2024-04-16
5:00 pm,19.3,17.2,64,SW,15 8,24 13,1024.8,0.0,2024-04-16
4:30 pm,19.6,16.5,60,SW,19 10,32 17,1024.7,0.0,2024-04-16
4:00 pm,19.6,16.2,58,SW,20 11,35 19,1024.4,0.0,2024-04-16
3:30 pm,20.2,17.1,58,SW,19 10,32 17,1024.5,0.0,2024-04-16
3:00 pm,20.4,17.3,57,SW,19 10,30 16,1024.3,0.0,2024-04-16
2:30 pm,21.0,18.7,56,SW,15 8,26 14,1024.3,0.0,2024-04-16
2:00 pm,20.6,17.6,57,SW,19 10,26 14,1024.6,0.0,2024-04-16
1:30 pm,21.2,18.9,55,SW,15 8,22 12,1024.6,0.0,2024-04-16
1:00 pm,21.3,19.3,54,SW,13 7,20 11,1025.1,0.0,2024-04-16
12:30 pm,20.3,18.8,49,SSW,7 4,15 8,1025.6,0.0,2024-04-16
12:00 pm,20.7,19.4,50,SSW,7 4,13 7,1025.9,0.0,2024-04-16
11:30 am,20.9,19.4,52,WSW,9 5,13 7,1026.4,0.0,2024-04-16
11:00 am,19.8,18.2,54,WSW,9 5,15 8,1026.7,0.0,2024-04-16
10:30 am,18.4,17.1,58,W,7 4,13 7,1027.0,0.0,2024-04-16
10:00 am,18.4,17.3,60,WSW,7 4,15 8,1027.2,0.0,2024-04-16
9:30 am,17.9,17.0,62,N,6 3,9 5,1027.3,0.0,2024-04-16
9:00 am,17.3,17.3,68,NNW,2 1,7 4,1027.3,0.0,2024-04-16
8:30 am,14.5,15.0,83,CALM,0 0,0 0,1027.2,0.0,2024-04-16
8:00 am,13.2,13.7,90,CALM,0 0,0 0,1027.0,0.0,2024-04-16
7:30 am,11.5,11.8,97,CALM,0 0,0 0,1026.5,0.0,2024-04-16
7:00 am,9.4,8.8,98,S,2 1,6 3,1026.1,0.0,2024-04-16
6:30 am,9.8,9.8,99,CALM,0 0,0 0,1025.9,0.0,2024-04-16
6:00 am,9.9,9.8,98,CALM,0 0,0 0,1025.6,0.0,2024-04-16
5:30 am,9.8,9.7,97,CALM,0 0,0 0,1025.5,0.0,2024-04-16
5:00 am,10.2,10.1,96,CALM,0 0,0 0,1025.5,0.0,2024-04-16
4:30 am,10.9,11.1,97,CALM,0 0,7 4,1025.3,0.0,2024-04-16
4:00 am,10.2,10.1,95,CALM,0 0,0 0,1025.1,0.0,2024-04-16
3:30 am,10.3,10.3,97,CALM,0 0,0 0,1025.0,0.0,2024-04-16
3:00 am,10.6,10.7,97,CALM,0 0,0 0,1024.9,0.0,2024-04-16
2:30 am,10.7,10.8,96,CALM,0 0,0 0,1024.9,0.0,2024-04-16
2:00 am,10.8,10.9,96,CALM,0 0,0 0,1025.0,0.0,2024-04-16
1:30 am,10.9,11.0,96,CALM,0 0,0 0,1025.1,0.0,2024-04-16
1:00 am,10.9,11.0,94,CALM,0 0,0 0,1025.2,0.0,2024-04-16
12:30 am,11.2,11.4,95,CALM,0 0,0 0,1025.3,0.0,2024-04-16
12:00 am,11.7,10.7,92,SE,6 3,7 4,1025.2,0.0,2024-04-16
