Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
7:00 pm,21.0,21.6,95,SE,17 9,–,1015.9,11.0,2024-11-29
6:30 pm,21.1,22.1,95,SSE,15 8,–,1015.9,10.8,2024-11-29
6:00 pm,21.0,21.6,95,SSE,17 9,–,1015.9,10.6,2024-11-29
5:30 pm,21.0,21.0,95,SSE,20 11,–,1015.9,10.6,2024-11-29
5:00 pm,20.9,21.9,96,S,15 8,–,1016.0,10.6,2024-11-29
4:30 pm,20.7,20.6,95,S,20 11,–,1016.0,10.4,2024-11-29
4:00 pm,20.7,21.2,96,S,17 9,–,1016.3,10.4,2024-11-29
3:30 pm,20.5,20.3,95,SSW,20 11,–,1016.4,10.4,2024-11-29
3:00 pm,20.6,20.6,95,S,19 10,–,1016.7,9.8,2024-11-29
2:30 pm,20.6,20.9,94,SSW,17 9,–,1017.1,9.2,2024-11-29
2:00 pm,20.7,20.8,95,S,19 10,–,1017.3,9.2,2024-11-29
1:30 pm,20.6,21.0,95,S,17 9,–,1017.5,9.0,2024-11-29
1:00 pm,20.5,22.0,96,SSW,11 6,–,1017.8,8.8,2024-11-29
12:30 pm,20.6,21.6,93,SSW,13 7,–,1018.1,4.0,2024-11-29
12:00 pm,21.4,21.9,88,SSW,15 8,–,1018.2,0.2,2024-11-29
11:30 am,21.7,21.3,87,SSW,20 11,–,1018.3,0.0,2024-11-29
11:00 am,21.8,21.6,86,SSW,19 10,–,1018.4,0.0,2024-11-29
10:30 am,21.4,21.6,88,S,17 9,–,1018.6,0.0,2024-11-29
10:00 am,21.4,20.7,89,S,22 12,–,1018.5,0.0,2024-11-29
9:30 am,21.1,21.7,90,S,15 8,–,1018.6,0.0,2024-11-29
9:00 am,20.9,20.8,92,SSW,19 10,–,1018.5,2.4,2024-11-29
8:30 am,20.5,20.1,93,SSW,20 11,–,1018.3,2.4,2024-11-29
8:00 am,20.9,20.6,92,SSW,20 11,–,1018.2,2.4,2024-11-29
7:30 am,21.4,22.9,90,S,11 6,–,1018.1,2.4,2024-11-29
7:00 am,21.4,23.3,90,SSW,9 5,–,1017.8,2.4,2024-11-29
6:30 am,21.3,22.7,90,S,11 6,–,1017.4,2.4,2024-11-29
6:00 am,21.2,23.1,91,S,9 5,–,1017.1,2.4,2024-11-29
5:30 am,21.1,22.5,91,S,11 6,–,1016.6,2.4,2024-11-29
5:00 am,21.1,22.2,91,S,13 7,–,1016.2,2.4,2024-11-29
4:30 am,21.3,22.8,87,S,9 5,–,1015.7,2.4,2024-11-29
4:00 am,21.3,23.1,85,S,7 4,–,1015.4,2.4,2024-11-29
3:30 am,21.4,23.1,84,SSW,7 4,–,1015.3,2.4,2024-11-29
3:00 am,21.8,23.3,88,SSE,11 6,–,1015.4,2.4,2024-11-29
2:30 am,21.8,24.8,90,SE,4 2,–,1015.7,2.4,2024-11-29
2:00 am,21.7,24.2,89,S,6 3,–,1015.7,2.4,2024-11-29
1:30 am,21.8,24.0,88,S,7 4,–,1015.6,2.4,2024-11-29
1:00 am,22.0,23.3,85,SSE,11 6,–,1016.2,2.4,2024-11-29
12:30 am,22.2,23.5,84,S,11 6,–,1016.3,2.4,2024-11-29
12:00 am,22.4,23.6,86,SSE,13 7,–,1016.3,2.4,2024-11-29
