Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
7:00 am,19.2,20.7,91,S,6 3,–,1019.5,0.0,2024-03-26
6:30 am,19.6,21.3,91,S,6 3,–,1019.2,0.0,2024-03-26
6:00 am,19.7,21.5,92,SSE,6 3,–,1018.8,0.0,2024-03-26
5:30 am,19.7,21.6,93,SSW,6 3,–,1018.7,0.0,2024-03-26
5:00 am,19.7,21.5,92,SSW,6 3,–,1018.3,0.0,2024-03-26
4:30 am,19.7,21.0,93,SSW,9 5,–,1018.3,0.0,2024-03-26
4:00 am,19.9,21.4,94,SSW,9 5,–,1018.3,0.0,2024-03-26
3:30 am,19.9,22.1,96,SSW,6 3,–,1018.3,0.0,2024-03-26
3:00 am,19.1,20.9,96,W,6 3,–,1018.4,0.0,2024-03-26
2:30 am,19.2,20.9,95,SW,7 4,–,1018.6,0.0,2024-03-26
2:00 am,19.4,22.1,95,S,2 1,–,1018.6,0.0,2024-03-26
1:30 am,19.4,21.2,93,SSW,6 3,–,1018.6,0.0,2024-03-26
1:00 am,19.7,22.4,94,SW,2 1,–,1018.6,0.0,2024-03-26
12:30 am,19.6,21.4,92,W,6 3,–,1018.7,0.0,2024-03-26
12:00 am,20.0,21.9,91,WNW,6 3,–,1018.8,0.0,2024-03-26
