Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,15.9,14.8,68,WNW,6 3,9 5,1021.8,0.0,2024-03-24
11:00 pm,16.0,14.6,66,W,7 4,13 7,1022.0,0.0,2024-03-24
10:30 pm,16.3,14.6,65,WSW,9 5,13 7,1022.1,0.0,2024-03-24
10:00 pm,16.5,15.4,65,W,6 3,13 7,1022.0,0.0,2024-03-24
9:30 pm,17.0,15.9,64,WSW,6 3,15 8,1021.9,0.0,2024-03-24
9:00 pm,17.4,16.5,64,SW,6 3,13 7,1021.6,0.0,2024-03-24
8:30 pm,17.0,17.2,71,S,2 1,6 3,1021.4,0.0,2024-03-24
8:00 pm,17.0,17.1,70,S,2 1,7 4,1021.2,0.0,2024-03-24
7:30 pm,17.6,16.9,67,S,6 3,11 6,1020.9,0.0,2024-03-24
7:00 pm,18.1,17.2,64,S,7 4,15 8,1020.6,0.0,2024-03-24
6:30 pm,18.9,17.6,61,S,9 5,17 9,1020.4,0.0,2024-03-24
6:00 pm,19.9,18.4,55,S,9 5,20 11,1020.3,0.0,2024-03-24
5:30 pm,19.9,17.8,52,S,11 6,19 10,1020.2,0.0,2024-03-24
5:00 pm,20.5,18.1,51,S,13 7,22 12,1020.3,0.0,2024-03-24
4:30 pm,21.5,19.4,43,SSW,9 5,17 9,1020.3,0.0,2024-03-24
4:00 pm,21.8,20.2,43,S,7 4,13 7,1020.6,0.0,2024-03-24
3:30 pm,21.7,20.1,43,S,7 4,13 7,1020.8,0.0,2024-03-24
3:00 pm,21.2,19.2,44,S,9 5,15 8,1021.2,0.0,2024-03-24
2:30 pm,20.1,18.0,47,SSE,9 5,13 7,1021.7,0.0,2024-03-24
2:00 pm,19.5,17.3,47,S,9 5,17 9,1022.2,0.0,2024-03-24
1:30 pm,19.3,17.8,50,SSE,6 3,13 7,1022.7,0.0,2024-03-24
1:00 pm,18.4,16.7,52,SSW,7 4,17 9,1023.0,0.0,2024-03-24
12:30 pm,17.8,15.7,53,SW,9 5,15 8,1023.7,0.0,2024-03-24
12:00 pm,17.5,14.9,53,WSW,11 6,20 11,1023.8,0.0,2024-03-24
11:30 am,17.2,14.9,53,WSW,9 5,15 8,1024.0,0.0,2024-03-24
11:00 am,16.4,13.6,53,W,11 6,17 9,1024.1,0.0,2024-03-24
10:30 am,16.2,14.2,55,W,7 4,15 8,1024.4,0.0,2024-03-24
10:00 am,15.4,12.9,56,WNW,9 5,17 9,1024.4,0.0,2024-03-24
9:30 am,15.2,13.1,57,W,7 4,13 7,1024.2,0.0,2024-03-24
9:00 am,14.6,12.7,59,WNW,6 3,9 5,1024.0,0.0,2024-03-24
8:30 am,13.5,10.9,61,WNW,9 5,15 8,1023.9,0.0,2024-03-24
8:00 am,12.7,10.5,64,WNW,7 4,13 7,1023.9,0.0,2024-03-24
7:30 am,12.5,10.3,66,WNW,7 4,15 8,1023.6,0.0,2024-03-24
7:00 am,12.3,10.2,65,W,6 3,11 6,1023.5,0.0,2024-03-24
6:30 am,12.9,10.7,64,WNW,7 4,11 6,1023.3,0.0,2024-03-24
6:00 am,12.9,10.3,64,W,9 5,17 9,1023.4,0.0,2024-03-24
5:30 am,12.8,10.6,64,W,7 4,17 9,1023.5,0.0,2024-03-24
5:00 am,12.8,10.6,65,WSW,7 4,11 6,1023.5,0.0,2024-03-24
4:30 am,12.8,10.6,65,W,7 4,15 8,1023.7,0.0,2024-03-24
4:00 am,12.9,10.8,66,W,7 4,13 7,1024.0,0.0,2024-03-24
3:30 am,13.0,10.6,66,WSW,9 5,19 10,1024.1,0.0,2024-03-24
3:00 am,13.3,10.9,66,W,9 5,13 7,1024.3,0.0,2024-03-24
2:30 am,13.8,11.5,66,W,9 5,15 8,1024.4,0.0,2024-03-24
2:00 am,14.3,12.6,67,W,7 4,13 7,1024.6,0.0,2024-03-24
1:30 am,14.9,14.2,66,W,2 1,11 6,1025.0,0.0,2024-03-24
1:00 am,14.8,14.0,65,E,2 1,7 4,1025.2,0.0,2024-03-24
12:30 am,14.6,14.2,65,CALM,0 0,6 3,1025.3,0.0,2024-03-24
12:00 am,14.6,14.2,65,CALM,0 0,0 0,1025.4,0.0,2024-03-24
