Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,15.4,15.8,99,SE,7 4,11 6,1012.1,1.6,2025-02-10
11:00 pm,16.1,16.4,99,ENE,9 5,13 7,1012.3,1.6,2025-02-10
10:30 pm,16.3,17.0,99,SSW,7 4,9 5,1012.5,1.6,2025-02-10
10:00 pm,16.2,16.1,99,SSE,11 6,17 9,1012.4,1.6,2025-02-10
9:30 pm,16.1,15.2,99,S,15 8,19 10,1012.5,1.6,2025-02-10
9:00 pm,16.0,14.7,99,S,17 9,26 14,1012.2,1.6,2025-02-10
8:30 pm,16.7,15.1,95,S,19 10,24 13,1011.6,0.6,2025-02-10
8:29 pm,16.7,15.0,94,S,19 10,24 13,1011.5,0.4,2025-02-10
8:00 pm,17.0,11.1,74,S,35 19,48 26,1011.3,0.2,2025-02-10
7:51 pm,18.2,13.2,68,S,30 16,43 23,1010.8,0.2,2025-02-10
7:47 pm,18.2,14.3,68,S,24 13,43 23,1010.8,0.2,2025-02-10
7:30 pm,21.1,19.5,63,E,15 8,22 12,1010.4,0.2,2025-02-10
7:22 pm,21.2,19.5,62,E,15 8,22 12,1010.3,0.2,2025-02-10
7:12 pm,21.2,20.0,63,ENE,13 7,19 10,1009.7,0.2,2025-02-10
