Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
7:00 pm,19.9,16.7,38,NW,11 6,13 7,1020.2,0.0,2024-03-22
6:30 pm,21.9,18.9,36,NW,11 6,15 8,1020.3,0.0,2024-03-22
6:00 pm,22.6,19.3,35,NW,13 7,17 9,1020.0,0.0,2024-03-22
5:30 pm,23.4,20.1,33,NW,13 7,19 10,1019.8,0.0,2024-03-22
5:00 pm,23.7,21.0,35,W,11 6,17 9,1020.2,0.0,2024-03-22
4:30 pm,23.2,20.7,34,WSW,9 5,15 8,1020.3,0.0,2024-03-22
4:00 pm,23.1,20.0,36,NW,13 7,19 10,1020.5,0.0,2024-03-22
3:30 pm,22.7,19.8,39,NNW,13 7,35 19,1021.0,0.0,2024-03-22
3:00 pm,22.5,19.9,39,NW,11 6,20 11,1021.3,0.0,2024-03-22
2:30 pm,21.3,18.1,39,N,13 7,19 10,1022.0,0.0,2024-03-22
2:00 pm,21.0,18.3,46,NW,13 7,19 10,1022.5,0.0,2024-03-22
1:30 pm,20.3,17.1,47,N,15 8,22 12,1023.0,0.0,2024-03-22
1:00 pm,19.0,17.2,54,W,9 5,20 11,1023.6,0.0,2024-03-22
12:30 pm,18.8,17.0,55,NNE,9 5,19 10,1024.1,0.0,2024-03-22
12:00 pm,18.5,16.4,56,W,11 6,20 11,1024.4,0.0,2024-03-22
11:30 am,17.1,15.6,60,WNW,7 4,11 6,1024.8,0.0,2024-03-22
11:00 am,16.1,14.9,65,NNW,6 3,13 7,1025.1,0.0,2024-03-22
10:30 am,15.0,13.1,68,NW,9 5,13 7,1025.5,0.0,2024-03-22
10:00 am,13.8,12.2,72,WSW,7 4,11 6,1025.7,0.0,2024-03-22
9:30 am,12.1,10.4,78,SSW,7 4,9 5,1025.8,0.0,2024-03-22
9:00 am,10.7,8.5,83,SSE,9 5,13 7,1025.9,0.0,2024-03-22
8:30 am,9.3,7.0,89,SE,9 5,13 7,1025.8,0.0,2024-03-22
8:00 am,8.1,6.2,96,SE,7 4,11 6,1025.7,0.0,2024-03-22
7:30 am,6.9,4.8,98,SE,7 4,9 5,1025.5,0.0,2024-03-22
7:00 am,7.3,4.8,96,SE,9 5,11 6,1025.1,0.0,2024-03-22
6:57 am,7.4,5.0,96,SE,9 5,11 6,1025.1,0.0,2024-03-22
6:30 am,8.1,7.3,99,SSE,2 1,7 4,1025.0,0.0,2024-03-22
6:00 am,8.0,5.4,99,SE,11 6,13 7,1024.6,0.0,2024-03-22
5:30 am,7.5,5.6,99,ESE,7 4,9 5,1024.9,0.0,2024-03-22
5:00 am,6.8,5.3,99,SE,4 2,9 5,1024.8,0.0,2024-03-22
4:43 am,6.8,4.9,99,ESE,6 3,7 4,1024.6,0.0,2024-03-22
4:30 am,6.3,4.1,99,ESE,7 4,11 6,1024.8,0.0,2024-03-22
4:00 am,7.1,6.0,99,ESE,2 1,7 4,1025.0,0.0,2024-03-22
3:30 am,7.2,4.4,99,SE,11 6,13 7,1025.2,0.0,2024-03-22
3:00 am,7.1,4.3,98,SE,11 6,13 7,1025.5,0.0,2024-03-22
2:30 am,7.3,4.8,94,SSE,9 5,13 7,1025.8,0.0,2024-03-22
2:25 am,7.6,4.7,93,SSE,11 6,13 7,1025.9,0.0,2024-03-22
2:00 am,9.5,7.5,94,SE,9 5,11 6,1026.0,0.0,2024-03-22
1:30 am,9.0,7.1,99,ESE,9 5,11 6,1026.4,0.0,2024-03-22
1:08 am,8.3,6.0,94,ESE,9 5,11 6,1026.4,0.0,2024-03-22
1:00 am,8.0,5.6,93,ESE,9 5,11 6,1026.5,0.0,2024-03-22
12:30 am,8.3,5.9,92,SE,9 5,11 6,1026.6,0.0,2024-03-22
12:00 am,8.1,5.9,87,SE,7 4,11 6,1026.8,0.0,2024-03-22
