Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:00 am,11.7,8.7,84,N,15 8,20 11,1027.6,0.0,2023-07-12
5:30 am,11.7,9.0,84,N,13 7,19 10,1027.3,0.0,2023-07-12
5:00 am,11.6,8.2,85,NNW,17 9,24 13,1027.6,0.0,2023-07-12
4:30 am,11.8,8.7,83,NNW,15 8,24 13,1027.5,0.0,2023-07-12
4:00 am,11.3,8.9,84,N,11 6,17 9,1027.1,0.0,2023-07-12
3:30 am,11.3,8.5,84,N,13 7,19 10,1026.9,0.0,2023-07-12
3:00 am,11.2,9.1,83,N,9 5,13 7,1026.7,0.0,2023-07-12
2:30 am,11.7,9.2,80,N,11 6,19 10,1026.6,0.0,2023-07-12
2:00 am,11.9,9.5,80,N,11 6,13 7,1026.9,0.0,2023-07-12
1:30 am,12.1,9.7,79,N,11 6,19 10,1026.9,0.0,2023-07-12
1:00 am,12.8,9.7,76,N,15 8,20 11,1026.9,0.0,2023-07-12
12:30 am,13.3,11.0,75,N,11 6,15 8,1027.1,0.0,2023-07-12
12:00 am,13.8,11.1,72,N,13 7,19 10,1027.1,0.0,2023-07-12
