Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:37 pm,15.4,13.8,91,N,15 8,22 12,1002.6,1.2,2023-04-14
11:30 pm,15.5,13.9,91,N,15 8,20 11,1002.7,1.2,2023-04-14
11:24 pm,15.5,14.3,91,N,13 7,24 13,1002.8,1.2,2023-04-14
11:00 pm,15.8,14.2,88,N,15 8,24 13,1003.0,0.6,2023-04-14
10:30 pm,16.9,12.9,78,NNW,26 14,41 22,1003.9,0.0,2023-04-14
10:14 pm,17.8,13.4,73,NNW,28 15,46 25,1003.8,0.0,2023-04-14
10:00 pm,20.3,15.6,49,NNW,24 13,41 22,1003.7,0.0,2023-04-14
9:30 pm,21.7,18.0,37,N,15 8,32 17,1003.7,0.0,2023-04-14
9:00 pm,22.2,18.4,34,N,15 8,28 15,1003.3,0.0,2023-04-14
8:30 pm,22.7,19.2,33,N,13 7,24 13,1003.1,0.0,2023-04-14
8:00 pm,23.6,18.6,29,N,20 11,44 24,1003.2,0.0,2023-04-14
7:30 pm,23.8,19.4,29,NNE,17 9,28 15,1002.3,0.0,2023-04-14
7:00 pm,23.8,19.6,31,NNE,17 9,26 14,1001.9,0.0,2023-04-14
6:30 pm,24.0,20.3,32,NNE,15 8,24 13,1002.1,0.0,2023-04-14
6:00 pm,24.0,21.1,28,NNE,9 5,13 7,1002.5,0.0,2023-04-14
