Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:30 am,16.1,16.3,69,CALM,0 0,0 0,1016.9,0.0,2024-02-11
6:00 am,15.8,16.1,73,CALM,0 0,0 0,1016.8,0.0,2024-02-11
5:30 am,16.2,16.6,73,CALM,0 0,0 0,1016.7,0.0,2024-02-11
5:00 am,15.9,16.3,73,CALM,0 0,0 0,1016.8,0.0,2024-02-11
4:30 am,16.5,16.9,72,CALM,0 0,0 0,1016.8,0.0,2024-02-11
4:00 am,16.6,17.1,72,CALM,0 0,0 0,1017.0,0.0,2024-02-11
3:30 am,16.9,17.3,70,CALM,0 0,0 0,1017.1,0.0,2024-02-11
3:00 am,17.0,17.3,67,CALM,0 0,0 0,1017.2,0.0,2024-02-11
2:30 am,18.0,18.4,64,CALM,0 0,0 0,1017.5,0.0,2024-02-11
2:00 am,18.0,18.3,63,CALM,0 0,0 0,1017.6,0.0,2024-02-11
1:30 am,19.2,19.4,58,CALM,0 0,0 0,1017.8,0.0,2024-02-11
1:00 am,18.7,19.3,64,CALM,0 0,0 0,1018.0,0.0,2024-02-11
12:30 am,19.3,19.8,61,CALM,0 0,0 0,1018.1,0.0,2024-02-11
12:00 am,19.3,19.4,55,CALM,0 0,0 0,1018.3,0.0,2024-02-11
