Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
5:30 pm,13.7,11.0,58,WSW,9 5,13 7,1011.0,0.0,2023-09-04
5:00 pm,14.4,11.0,50,WSW,11 6,19 10,1010.5,0.0,2023-09-04
4:30 pm,15.1,11.1,44,WSW,13 7,19 10,1010.3,0.0,2023-09-04
4:00 pm,15.0,11.7,49,SW,11 6,17 9,1009.9,0.0,2023-09-04
3:30 pm,15.3,11.4,51,SW,15 8,24 13,1009.7,0.0,2023-09-04
3:00 pm,15.6,12.0,56,SW,15 8,28 15,1009.3,0.0,2023-09-04
2:30 pm,15.5,11.9,56,SW,15 8,26 14,1008.9,0.0,2023-09-04
2:00 pm,15.4,11.1,57,WSW,19 10,30 16,1008.6,0.0,2023-09-04
1:30 pm,14.4,9.8,58,WSW,20 11,33 18,1008.4,0.0,2023-09-04
1:00 pm,15.3,11.1,59,SW,19 10,30 16,1008.0,0.0,2023-09-04
12:30 pm,15.6,11.8,65,SW,19 10,30 16,1007.8,0.0,2023-09-04
12:00 pm,14.9,11.7,65,SW,15 8,30 16,1007.6,0.0,2023-09-04
11:30 am,14.8,11.5,71,SW,17 9,26 14,1007.5,0.0,2023-09-04
11:00 am,14.6,11.3,72,SW,17 9,26 14,1007.1,0.0,2023-09-04
10:30 am,14.4,10.4,77,W,22 12,33 18,1006.6,0.0,2023-09-04
10:00 am,14.7,11.1,76,W,20 11,35 19,1006.3,0.0,2023-09-04
9:30 am,14.5,10.4,75,W,22 12,35 19,1006.0,0.0,2023-09-04
9:00 am,14.5,10.8,75,W,20 11,35 19,1005.9,1.8,2023-09-04
8:30 am,14.6,11.0,73,W,19 10,30 16,1005.8,1.8,2023-09-04
8:00 am,14.0,12.2,81,NW,11 6,17 9,1005.6,1.8,2023-09-04
7:30 am,13.6,12.2,83,WNW,9 5,17 9,1005.2,1.8,2023-09-04
7:00 am,12.9,12.1,88,NNW,6 3,7 4,1004.9,1.8,2023-09-04
6:30 am,12.6,11.1,88,N,9 5,13 7,1004.6,1.8,2023-09-04
6:00 am,12.7,11.7,89,N,7 4,13 7,1004.3,1.8,2023-09-04
5:36 am,12.8,11.4,88,NNW,9 5,15 8,1004.1,1.8,2023-09-04
5:30 am,12.9,11.5,88,NNW,9 5,15 8,1004.1,1.8,2023-09-04
5:23 am,13.1,11.6,85,NW,9 5,17 9,1004.0,1.6,2023-09-04
5:00 am,13.6,12.1,82,WNW,9 5,11 6,1003.5,0.2,2023-09-04
4:30 am,14.6,12.9,73,WNW,9 5,15 8,1003.0,0.0,2023-09-04
4:00 am,15.1,12.8,73,W,13 7,26 14,1003.2,0.0,2023-09-04
3:30 am,15.8,12.6,68,WSW,17 9,30 16,1003.2,0.0,2023-09-04
3:00 am,16.3,13.9,67,WSW,13 7,24 13,1003.2,0.0,2023-09-04
2:30 am,17.3,13.5,61,W,20 11,33 18,1002.9,0.0,2023-09-04
2:00 am,19.2,14.3,32,NW,17 9,26 14,1001.9,0.0,2023-09-04
1:46 am,20.2,15.0,26,NNW,17 9,26 14,1001.8,0.0,2023-09-04
1:30 am,20.8,15.1,24,NNE,19 10,30 16,999.8,0.0,2023-09-04
1:00 am,21.0,15.4,24,NNE,19 10,30 16,1000.2,0.0,2023-09-04
12:30 am,21.1,15.3,24,NNE,20 11,37 20,1000.7,0.0,2023-09-04
12:00 am,21.2,15.0,24,NNE,22 12,39 21,1001.0,0.0,2023-09-04
