Time (AWST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,19.9,19.7,72,SW,9 5,15 8,1009.5,–,2023-11-28
11:00 pm,20.2,20.0,71,SW,9 5,17 9,1009.8,–,2023-11-28
10:30 pm,20.2,20.1,72,SW,9 5,13 7,1010.0,–,2023-11-28
10:00 pm,20.0,20.5,73,SSW,6 3,11 6,1009.9,–,2023-11-28
9:30 pm,20.0,19.9,73,SSW,9 5,17 9,1009.8,–,2023-11-28
9:00 pm,20.1,20.2,75,SSW,9 5,13 7,1009.7,0.0,2023-11-28
8:30 pm,20.1,20.1,73,WSW,9 5,15 8,1009.3,–,2023-11-28
8:00 pm,20.4,20.4,72,WSW,9 5,17 9,1009.0,–,2023-11-28
7:30 pm,20.6,20.6,71,WSW,9 5,15 8,1008.7,–,2023-11-28
7:00 pm,20.8,19.9,69,WSW,13 7,19 10,1008.6,–,2023-11-28
6:30 pm,21.2,20.3,67,WSW,13 7,22 12,1008.3,–,2023-11-28
6:00 pm,21.4,20.7,64,W,11 6,19 10,1008.3,–,2023-11-28
5:30 pm,21.9,21.2,62,W,11 6,22 12,1008.0,–,2023-11-28
5:00 pm,22.3,20.8,60,W,15 8,32 17,1007.8,–,2023-11-28
4:30 pm,23.2,21.0,54,W,17 9,33 18,1007.7,–,2023-11-28
