Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:00 am,15.9,15.3,76,SSW,6 3,13 7,1023.0,0.0,2023-10-19
5:30 am,15.5,14.8,77,SW,6 3,13 7,1022.9,0.0,2023-10-19
5:00 am,15.7,15.0,75,SW,6 3,11 6,1022.9,0.0,2023-10-19
4:30 am,16.0,15.6,72,SW,4 2,9 5,1023.0,0.0,2023-10-19
4:00 am,16.2,15.4,71,SSW,6 3,11 6,1023.0,0.0,2023-10-19
3:30 am,16.1,15.7,72,SSW,4 2,6 3,1023.0,0.0,2023-10-19
3:00 am,16.4,16.1,73,SW,4 2,7 4,1023.1,0.0,2023-10-19
2:30 am,16.4,16.4,72,SW,2 1,4 2,1023.3,0.0,2023-10-19
2:00 am,16.9,16.5,68,SW,4 2,9 5,1023.4,0.0,2023-10-19
1:30 am,17.4,17.0,66,SSW,4 2,9 5,1023.6,0.0,2023-10-19
1:00 am,17.9,17.1,65,S,6 3,9 5,1024.0,0.0,2023-10-19
12:30 am,17.9,17.2,66,S,6 3,11 6,1024.4,0.0,2023-10-19
12:00 am,17.1,16.8,69,SSW,4 2,7 4,1024.7,0.0,2023-10-19
