Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:30 am,16.6,16.5,63,CALM,0 0,0 0,1018.8,0.0,2024-03-31
6:00 am,16.5,16.3,62,CALM,0 0,0 0,1018.9,0.0,2024-03-31
5:30 am,17.1,17.0,60,CALM,0 0,0 0,1018.8,0.0,2024-03-31
5:00 am,17.3,17.1,59,CALM,0 0,6 3,1018.9,0.0,2024-03-31
4:30 am,17.7,17.4,55,CALM,0 0,0 0,1019.1,0.0,2024-03-31
4:00 am,18.0,17.7,55,CALM,0 0,0 0,1019.1,0.0,2024-03-31
3:30 am,18.4,18.2,55,CALM,0 0,0 0,1019.4,0.0,2024-03-31
3:00 am,18.7,18.5,54,CALM,0 0,0 0,1019.5,0.0,2024-03-31
2:30 am,19.7,19.4,49,CALM,0 0,0 0,1019.8,0.0,2024-03-31
2:00 am,20.0,19.6,47,CALM,0 0,0 0,1020.0,0.0,2024-03-31
1:30 am,20.9,20.0,43,NW,2 1,6 3,1020.0,0.0,2024-03-31
1:00 am,21.4,20.6,42,NW,2 1,9 5,1020.0,0.0,2024-03-31
12:30 am,23.4,21.5,36,NE,7 4,11 6,1020.1,0.0,2024-03-31
12:00 am,26.2,22.9,28,E,13 7,20 11,1020.4,0.0,2024-03-31
