Time (AWST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,13.8,13.6,80,SSE,2 1,7 4,1024.7,0.0,2025-09-18
11:00 pm,14.3,13.0,75,SW,7 4,11 6,1024.8,0.0,2025-09-18
10:30 pm,14.3,12.1,73,SSW,11 6,17 9,1024.9,0.0,2025-09-18
10:00 pm,13.2,13.1,79,CALM,0 0,0 0,1024.9,0.0,2025-09-18
9:30 pm,14.0,13.0,72,SSW,4 2,9 5,1024.6,0.0,2025-09-18
9:00 pm,14.6,12.7,70,SSW,9 5,17 9,1024.7,0.0,2025-09-18
8:30 pm,14.8,12.8,66,SW,9 5,15 8,1024.7,0.0,2025-09-18
8:00 pm,14.8,12.3,65,SW,11 6,24 13,1024.5,0.0,2025-09-18
7:30 pm,15.2,12.6,61,SSW,11 6,17 9,1024.2,0.0,2025-09-18
7:00 pm,15.0,12.6,58,SW,9 5,13 7,1023.9,0.0,2025-09-18
6:30 pm,15.1,11.9,57,SW,13 7,20 11,1023.4,0.0,2025-09-18
6:00 pm,15.1,12.4,59,SW,11 6,20 11,1023.3,0.0,2025-09-18
5:30 pm,15.7,12.4,60,SSW,15 8,22 12,1023.1,0.0,2025-09-18
5:00 pm,16.4,13.1,58,SW,15 8,26 14,1022.9,0.0,2025-09-18
4:30 pm,16.8,14.0,58,SW,13 7,19 10,1022.7,0.0,2025-09-18
