Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:00 am,13.7,14.2,94,ESE,2 1,7 4,1024.9,0.0,2025-04-23
5:30 am,13.8,13.9,93,SE,4 2,9 5,1024.7,0.0,2025-04-23
5:00 am,13.9,14.2,90,SSW,2 1,9 5,1024.6,0.0,2025-04-23
4:30 am,14.3,13.9,88,SSE,6 3,11 6,1024.4,0.0,2025-04-23
4:00 am,14.6,14.1,87,SE,7 4,15 8,1024.4,0.0,2025-04-23
3:30 am,14.7,13.7,86,SE,9 5,15 8,1024.6,0.0,2025-04-23
3:00 am,14.6,14.0,86,SE,7 4,13 7,1024.8,0.0,2025-04-23
2:30 am,14.8,13.4,85,SSE,11 6,20 11,1024.9,0.0,2025-04-23
2:00 am,14.8,13.4,84,SSE,11 6,15 8,1025.2,0.0,2025-04-23
1:30 am,15.0,13.9,82,SSE,9 5,17 9,1025.3,0.0,2025-04-23
1:00 am,15.2,13.8,82,SSE,11 6,24 13,1025.6,0.0,2025-04-23
12:30 am,15.2,13.3,80,SSE,13 7,24 13,1025.6,0.0,2025-04-23
12:00 am,15.0,13.7,79,SSE,9 5,17 9,1025.9,0.0,2025-04-23
