Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,8.5,6.3,81,SSE,6 3,9 5,1033.8,0.2,2023-08-04
11:00 pm,9.0,6.9,80,SSE,6 3,9 5,1033.5,0.2,2023-08-04
10:30 pm,9.5,7.4,79,S,6 3,7 4,1033.4,0.2,2023-08-04
10:00 pm,9.5,7.3,81,SSE,7 4,13 7,1033.2,0.2,2023-08-04
9:30 pm,9.6,7.8,84,S,6 3,9 5,1032.9,0.2,2023-08-04
9:00 pm,9.9,7.9,82,S,7 4,13 7,1032.6,0.2,2023-08-04
8:30 pm,10.4,8.5,82,SSW,7 4,11 6,1032.2,0.2,2023-08-04
8:00 pm,10.7,8.6,77,S,7 4,9 5,1031.7,0.0,2023-08-04
7:30 pm,11.1,8.7,75,S,9 5,17 9,1031.2,0.0,2023-08-04
7:00 pm,11.6,7.8,76,SSW,17 9,26 14,1030.9,0.0,2023-08-04
6:30 pm,11.8,8.5,77,SW,15 8,30 16,1030.7,0.0,2023-08-04
6:00 pm,12.2,9.7,76,SW,11 6,20 11,1030.2,0.0,2023-08-04
