Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
7:00 am,18.8,16.6,60,N,13 7,17 9,1014.5,0.0,2024-03-17
6:30 am,18.7,16.8,59,N,11 6,15 8,1014.3,0.0,2024-03-17
6:00 am,18.2,16.2,60,NNE,11 6,15 8,1014.2,0.0,2024-03-17
5:30 am,18.8,17.3,58,N,9 5,17 9,1014.1,0.0,2024-03-17
5:00 am,18.4,16.7,57,N,9 5,13 7,1013.9,0.0,2024-03-17
4:30 am,18.6,17.4,58,NE,7 4,9 5,1013.9,0.0,2024-03-17
4:00 am,18.5,16.7,61,NNE,11 6,15 8,1013.8,0.0,2024-03-17
3:30 am,19.3,18.0,60,NNE,9 5,11 6,1013.9,0.0,2024-03-17
3:00 am,19.5,18.6,60,NNE,7 4,11 6,1014.1,0.0,2024-03-17
2:30 am,18.5,19.5,71,CALM,0 0,0 0,1014.1,0.0,2024-03-17
2:00 am,19.0,19.9,68,CALM,0 0,6 3,1014.1,0.0,2024-03-17
1:30 am,20.3,19.4,57,NNE,7 4,11 6,1014.2,0.0,2024-03-17
1:00 am,19.1,19.9,65,CALM,0 0,6 3,1014.3,0.0,2024-03-17
12:30 am,20.1,19.8,58,NNE,4 2,9 5,1014.4,0.0,2024-03-17
12:00 am,19.3,19.7,65,NE,2 1,6 3,1014.6,0.0,2024-03-17
