Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,24.3,22.9,47,NE,11 6,15 8,1006.3,0.0,2025-04-18
11:00 pm,24.6,22.8,46,ENE,13 7,19 10,1006.6,0.0,2025-04-18
10:30 pm,24.4,22.9,46,ENE,11 6,17 9,1006.7,0.0,2025-04-18
10:00 pm,24.3,22.9,47,ENE,11 6,15 8,1007.0,0.0,2025-04-18
9:30 pm,24.1,23.0,47,NE,9 5,13 7,1007.1,0.0,2025-04-18
9:00 pm,24.2,22.6,45,NE,11 6,13 7,1007.1,0.0,2025-04-18
8:30 pm,24.3,22.8,45,ENE,11 6,15 8,1007.1,0.0,2025-04-18
8:00 pm,24.0,22.8,46,ENE,9 5,13 7,1007.0,0.0,2025-04-18
7:30 pm,22.2,21.9,51,NE,4 2,7 4,1007.0,0.0,2025-04-18
7:00 pm,23.1,23.8,50,CALM,0 0,0 0,1006.8,0.0,2025-04-18
6:30 pm,23.2,23.6,47,CALM,0 0,0 0,1006.9,0.0,2025-04-18
6:00 pm,24.5,25.0,44,CALM,0 0,6 3,1006.4,0.0,2025-04-18
5:30 pm,25.8,26.2,40,CALM,0 0,0 0,1006.3,0.0,2025-04-18
5:00 pm,28.0,28.5,35,CALM,0 0,0 0,1006.4,0.0,2025-04-18
4:30 pm,29.0,28.5,35,W,6 3,9 5,1006.7,0.0,2025-04-18
4:00 pm,30.0,29.3,33,WNW,7 4,13 7,1006.6,0.0,2025-04-18
3:30 pm,30.2,30.0,32,NNW,4 2,9 5,1006.7,0.0,2025-04-18
3:00 pm,29.9,29.8,37,W,7 4,15 8,1007.0,0.0,2025-04-18
2:30 pm,29.6,28.7,35,W,9 5,17 9,1007.4,0.0,2025-04-18
2:00 pm,29.4,27.8,33,NNW,11 6,20 11,1007.8,0.0,2025-04-18
1:30 pm,28.5,26.7,36,NW,13 7,20 11,1008.1,0.0,2025-04-18
1:00 pm,27.7,26.8,39,NNW,9 5,13 7,1008.8,0.0,2025-04-18
12:30 pm,27.8,27.5,40,WNW,7 4,13 7,1009.2,0.0,2025-04-18
12:00 pm,26.9,27.8,45,NNE,2 1,6 3,1009.7,0.0,2025-04-18
11:30 am,26.0,26.2,47,NW,6 3,7 4,1010.0,0.0,2025-04-18
11:00 am,25.1,25.1,51,N,7 4,11 6,1010.3,0.0,2025-04-18
10:30 am,24.8,24.9,51,N,6 3,9 5,1010.3,0.0,2025-04-18
10:00 am,23.9,23.7,52,N,7 4,11 6,1010.5,0.0,2025-04-18
9:30 am,23.1,23.6,57,NNW,4 2,7 4,1010.8,0.0,2025-04-18
9:00 am,21.7,23.1,63,CALM,0 0,0 0,1011.1,0.0,2025-04-18
8:30 am,19.0,20.7,78,CALM,0 0,0 0,1011.1,0.0,2025-04-18
8:00 am,16.9,18.6,89,CALM,0 0,2 1,1010.9,0.0,2025-04-18
7:30 am,15.4,16.3,92,ESE,2 1,6 3,1010.8,0.0,2025-04-18
7:00 am,14.0,15.0,94,CALM,0 0,6 3,1010.6,0.0,2025-04-18
6:30 am,14.3,15.3,94,CALM,0 0,0 0,1010.6,0.0,2025-04-18
6:00 am,15.0,16.2,93,CALM,0 0,0 0,1010.6,0.0,2025-04-18
5:30 am,15.9,16.3,86,NE,4 2,9 5,1010.6,0.0,2025-04-18
5:00 am,16.0,16.4,92,NE,6 3,9 5,1010.6,0.0,2025-04-18
4:30 am,15.0,16.2,93,CALM,0 0,0 0,1010.9,0.0,2025-04-18
4:00 am,15.6,16.7,87,CALM,0 0,0 0,1010.9,0.0,2025-04-18
3:30 am,16.7,17.4,87,NNE,4 2,7 4,1010.9,0.0,2025-04-18
3:00 am,16.1,16.7,89,N,4 2,7 4,1011.0,0.0,2025-04-18
2:30 am,16.6,17.0,83,NNE,4 2,7 4,1011.1,0.0,2025-04-18
2:00 am,17.1,16.5,80,NE,9 5,13 7,1011.4,0.0,2025-04-18
1:30 am,17.5,16.9,77,NE,9 5,11 6,1011.7,0.0,2025-04-18
1:00 am,17.9,18.0,80,NE,7 4,9 5,1012.0,0.0,2025-04-18
12:30 am,17.7,18.0,85,NE,7 4,9 5,1012.3,0.0,2025-04-18
12:00 am,17.1,19.1,93,CALM,0 0,0 0,1012.4,0.0,2025-04-18
