Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:00 am,13.7,14.3,96,SW,2 1,4 2,1022.4,0.0,2025-09-04
5:30 am,13.7,14.6,94,CALM,0 0,0 0,1022.2,0.0,2025-09-04
5:00 am,14.5,14.9,95,SW,4 2,7 4,1022.1,0.0,2025-09-04
4:30 am,14.6,15.0,95,SW,4 2,9 5,1021.8,0.0,2025-09-04
4:00 am,14.6,15.0,95,SW,4 2,6 3,1021.7,0.0,2025-09-04
3:30 am,14.6,15.0,95,WSW,4 2,7 4,1021.5,0.0,2025-09-04
3:00 am,14.4,15.2,95,WSW,2 1,4 2,1021.4,0.0,2025-09-04
2:30 am,14.6,15.4,95,WSW,2 1,4 2,1021.4,0.0,2025-09-04
2:00 am,14.7,15.7,97,SW,2 1,4 2,1021.6,0.0,2025-09-04
1:30 am,14.6,15.9,97,CALM,0 0,0 0,1021.7,0.0,2025-09-04
1:00 am,14.1,15.2,97,CALM,0 0,2 1,1021.8,0.0,2025-09-04
12:30 am,14.2,15.3,96,CALM,0 0,0 0,1021.9,0.0,2025-09-04
12:00 am,14.5,15.7,96,CALM,0 0,0 0,1022.1,0.0,2025-09-04
