Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
5:30 am,4.5,2.8,96,NNE,2 1,7 4,1023.2,0.6,2023-07-21
5:00 am,4.7,2.3,96,NNE,6 3,9 5,1022.8,0.6,2023-07-21
4:50 am,4.3,1.8,95,N,6 3,9 5,1022.8,0.6,2023-07-21
4:31 am,4.3,2.5,95,ESE,2 1,7 4,1022.6,0.6,2023-07-21
4:30 am,4.4,3.0,95,CALM,0 0,7 4,1022.6,0.6,2023-07-21
4:00 am,4.7,3.4,95,CALM,0 0,0 0,1022.3,0.6,2023-07-21
3:30 am,5.3,4.1,94,CALM,0 0,0 0,1022.3,0.6,2023-07-21
3:00 am,5.5,4.3,94,CALM,0 0,0 0,1022.2,0.6,2023-07-21
2:30 am,6.1,5.0,93,CALM,0 0,0 0,1022.0,0.6,2023-07-21
2:00 am,6.6,5.5,90,CALM,0 0,0 0,1021.9,0.6,2023-07-21
1:30 am,7.6,5.4,86,ESE,6 3,7 4,1021.6,0.6,2023-07-21
1:00 am,8.1,6.0,86,ESE,6 3,9 5,1021.6,0.6,2023-07-21
12:30 am,8.1,6.3,83,SE,4 2,7 4,1021.4,0.6,2023-07-21
12:00 am,9.1,6.7,77,SSE,7 4,9 5,1021.3,0.6,2023-07-21
