Time (AWST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
4:00 pm,27.6,26.9,47,W,13 7,20 11,1005.7,0.0,2025-02-10
3:30 pm,28.0,26.4,45,WSW,17 9,32 17,1005.8,0.0,2025-02-10
3:00 pm,27.6,26.0,45,WSW,17 9,26 14,1005.9,0.0,2025-02-10
2:30 pm,27.9,27.0,45,WSW,13 7,22 12,1006.0,0.0,2025-02-10
2:00 pm,27.0,26.2,51,WSW,15 8,24 13,1006.2,0.0,2025-02-10
1:30 pm,27.1,26.6,50,WSW,13 7,22 12,1006.5,0.0,2025-02-10
1:00 pm,27.2,27.1,50,W,11 6,19 10,1006.8,0.0,2025-02-10
12:30 pm,25.8,25.9,59,WSW,13 7,22 12,1006.9,0.0,2025-02-10
12:00 pm,25.9,26.4,59,W,11 6,19 10,1007.1,0.0,2025-02-10
11:30 am,25.2,26.3,64,W,9 5,19 10,1007.2,0.0,2025-02-10
11:00 am,23.8,24.8,69,NW,9 5,17 9,1007.4,0.0,2025-02-10
10:30 am,24.4,25.0,63,NW,9 5,19 10,1007.5,0.0,2025-02-10
10:00 am,25.5,25.6,58,WSW,11 6,19 10,1007.4,0.0,2025-02-10
9:30 am,24.7,24.7,56,WNW,9 5,19 10,1007.2,0.0,2025-02-10
9:00 am,23.9,24.5,64,NW,9 5,17 9,1007.2,0.0,2025-02-10
8:30 am,23.5,24.0,65,WSW,9 5,17 9,1007.0,0.0,2025-02-10
8:00 am,23.4,24.3,66,WNW,7 4,17 9,1006.8,0.0,2025-02-10
7:30 am,23.5,24.5,66,WNW,7 4,13 7,1006.6,0.0,2025-02-10
7:00 am,22.7,23.8,69,W,6 3,13 7,1006.3,0.0,2025-02-10
6:30 am,22.2,23.1,71,WSW,7 4,13 7,1006.1,0.0,2025-02-10
6:00 am,21.6,23.8,73,CALM,0 0,0 0,1005.8,0.0,2025-02-10
5:30 am,21.3,23.1,74,W,2 1,7 4,1005.5,0.0,2025-02-10
5:00 am,20.0,22.0,78,CALM,0 0,0 0,1005.4,0.0,2025-02-10
4:30 am,19.3,21.2,80,CALM,0 0,0 0,1005.2,0.0,2025-02-10
4:00 am,19.6,21.4,77,CALM,0 0,0 0,1004.9,0.0,2025-02-10
3:30 am,19.6,21.3,76,CALM,0 0,0 0,1004.8,0.0,2025-02-10
3:00 am,20.3,21.9,71,CALM,0 0,0 0,1004.6,0.0,2025-02-10
2:30 am,21.6,22.0,67,WSW,7 4,11 6,1004.5,0.0,2025-02-10
2:00 am,21.6,23.6,70,CALM,0 0,9 5,1004.6,0.0,2025-02-10
1:30 am,21.3,22.4,70,W,4 2,9 5,1004.6,0.0,2025-02-10
1:00 am,21.1,22.2,71,W,4 2,9 5,1004.8,0.0,2025-02-10
12:30 am,20.5,21.9,72,W,2 1,13 7,1005.1,0.0,2025-02-10
12:00 am,20.6,22.2,70,CALM,0 0,0 0,1005.4,0.0,2025-02-10
