Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
5:00 pm,12.5,10.0,54,NNW,6 3,11 6,1030.9,0.2,2024-07-29
4:30 pm,13.5,10.9,49,NNW,6 3,9 5,1030.9,0.2,2024-07-29
4:00 pm,14.0,10.4,48,WNW,11 6,17 9,1031.0,0.2,2024-07-29
3:30 pm,14.4,10.4,46,NW,13 7,19 10,1031.0,0.2,2024-07-29
3:00 pm,14.6,10.8,48,NNW,13 7,20 11,1031.0,0.2,2024-07-29
2:30 pm,14.6,11.0,52,NW,13 7,20 11,1031.1,0.2,2024-07-29
2:00 pm,14.0,9.7,55,NW,17 9,26 14,1031.1,0.2,2024-07-29
1:30 pm,13.9,9.8,53,NW,15 8,24 13,1031.4,0.2,2024-07-29
1:00 pm,14.4,11.3,55,N,11 6,19 10,1031.6,0.2,2024-07-29
12:30 pm,13.7,9.6,53,NNW,15 8,20 11,1032.1,0.2,2024-07-29
12:00 pm,13.5,9.7,53,N,13 7,20 11,1032.4,0.0,2024-07-29
11:30 am,13.0,8.4,53,NNE,17 9,26 14,1032.6,0.0,2024-07-29
11:00 am,12.8,8.6,54,N,15 8,22 12,1032.8,0.0,2024-07-29
10:30 am,12.7,8.9,55,NNE,13 7,22 12,1032.6,0.0,2024-07-29
10:00 am,11.9,8.4,57,NE,11 6,20 11,1032.7,0.0,2024-07-29
9:30 am,10.9,7.5,63,NE,11 6,20 11,1032.7,0.0,2024-07-29
9:00 am,9.8,6.3,64,NE,11 6,20 11,1032.7,0.0,2024-07-29
8:30 am,8.1,5.0,73,NNE,9 5,15 8,1032.4,0.0,2024-07-29
8:00 am,6.9,3.7,75,NE,9 5,11 6,1032.3,0.0,2024-07-29
7:30 am,6.0,2.7,78,NE,9 5,15 8,1032.0,0.0,2024-07-29
7:00 am,5.3,2.4,82,NE,7 4,9 5,1032.0,0.0,2024-07-29
6:30 am,5.4,2.2,83,NE,9 5,13 7,1032.1,0.0,2024-07-29
6:00 am,6.0,2.8,82,ENE,9 5,13 7,1032.2,0.0,2024-07-29
5:30 am,5.1,1.9,88,NE,9 5,11 6,1032.1,0.0,2024-07-29
5:00 am,5.1,2.3,88,NE,7 4,9 5,1031.8,0.0,2024-07-29
4:30 am,5.0,2.2,88,NE,7 4,9 5,1031.5,0.0,2024-07-29
4:00 am,5.0,2.2,88,NE,7 4,9 5,1031.2,0.0,2024-07-29
3:30 am,3.2,1.3,98,ENE,2 1,7 4,1031.0,0.0,2024-07-29
3:00 am,2.9,1.3,98,CALM,0 0,0 0,1031.1,0.0,2024-07-29
2:30 am,3.0,1.4,97,CALM,0 0,0 0,1031.2,0.0,2024-07-29
2:00 am,3.2,1.6,96,CALM,0 0,0 0,1031.2,0.0,2024-07-29
1:30 am,3.6,2.0,94,CALM,0 0,0 0,1031.3,0.0,2024-07-29
1:00 am,4.0,2.5,93,CALM,0 0,0 0,1031.3,0.0,2024-07-29
12:30 am,4.5,3.0,90,CALM,0 0,0 0,1031.4,0.0,2024-07-29
12:00 am,4.9,2.7,88,NE,4 2,6 3,1031.5,0.0,2024-07-29
