Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
5:30 am,11.8,10.0,77,NE,7 4,11 6,1022.7,0.0,2023-04-18
5:00 am,11.2,10.3,79,NE,2 1,6 3,1022.8,0.0,2023-04-18
4:30 am,11.2,10.8,81,CALM,0 0,6 3,1022.4,0.0,2023-04-18
4:00 am,11.6,10.1,81,ENE,6 3,7 4,1022.2,0.0,2023-04-18
3:30 am,11.4,10.7,82,ENE,2 1,7 4,1022.5,0.0,2023-04-18
3:00 am,11.4,10.8,84,ENE,2 1,7 4,1022.7,0.0,2023-04-18
2:30 am,11.2,10.9,85,CALM,0 0,0 0,1022.8,0.0,2023-04-18
2:00 am,11.3,11.0,84,CALM,0 0,0 0,1022.8,0.0,2023-04-18
1:30 am,11.4,11.2,85,CALM,0 0,0 0,1022.7,0.0,2023-04-18
1:00 am,11.9,11.7,83,CALM,0 0,0 0,1022.8,0.0,2023-04-18
12:30 am,12.5,12.3,79,CALM,0 0,0 0,1023.0,0.0,2023-04-18
12:00 am,13.8,12.4,73,ENE,6 3,9 5,1023.2,0.0,2023-04-18
