Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,27.0,22.9,23,ENE,15 8,24 13,1009.4,0.0,2024-01-22
11:00 pm,26.8,23.1,24,ENE,13 7,26 14,1009.6,0.0,2024-01-22
10:30 pm,26.3,23.0,25,E,11 6,15 8,1009.6,0.0,2024-01-22
10:00 pm,26.3,23.6,27,E,9 5,15 8,1009.6,0.0,2024-01-22
9:30 pm,26.2,23.4,29,ESE,11 6,15 8,1009.8,0.0,2024-01-22
9:00 pm,26.6,24.3,30,ESE,9 5,17 9,1009.5,0.0,2024-01-22
8:30 pm,27.1,24.2,30,ESE,13 7,22 12,1009.6,0.0,2024-01-22
8:00 pm,28.8,25.6,25,ESE,13 7,24 13,1009.2,0.0,2024-01-22
7:30 pm,30.4,26.3,19,E,15 8,26 14,1008.9,0.0,2024-01-22
7:00 pm,30.4,26.8,20,ENE,13 7,20 11,1008.8,0.0,2024-01-22
