Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,7.2,6.3,93,CALM,0 0,0 0,1019.2,1.8,2024-07-16
11:00 pm,7.9,6.6,89,S,2 1,7 4,1019.3,1.8,2024-07-16
10:30 pm,7.7,5.7,91,S,6 3,13 7,1019.4,1.8,2024-07-16
10:00 pm,7.9,6.2,88,S,4 2,9 5,1019.4,1.8,2024-07-16
9:30 pm,8.2,6.3,89,SSE,6 3,11 6,1019.4,1.8,2024-07-16
9:00 pm,8.8,7.2,85,SSW,4 2,9 5,1019.3,1.8,2024-07-16
8:30 pm,9.3,7.3,86,SSE,7 4,15 8,1019.4,1.8,2024-07-16
8:00 pm,8.5,6.6,89,S,6 3,7 4,1019.3,1.8,2024-07-16
7:30 pm,9.2,7.2,87,SSW,7 4,9 5,1019.1,1.8,2024-07-16
7:00 pm,9.9,8.3,87,SSW,6 3,11 6,1019.0,1.8,2024-07-16
6:30 pm,10.3,8.2,87,SSW,9 5,17 9,1018.7,1.6,2024-07-16
6:00 pm,10.0,8.2,88,SSW,7 4,13 7,1018.5,1.6,2024-07-16
5:30 pm,10.3,8.3,89,SSW,9 5,15 8,1018.2,1.6,2024-07-16
5:00 pm,10.6,8.7,90,S,9 5,19 10,1018.2,1.6,2024-07-16
4:44 pm,10.8,8.9,90,S,9 5,17 9,1018.0,1.4,2024-07-16
4:30 pm,10.9,8.3,89,S,13 7,22 12,1017.9,1.2,2024-07-16
4:00 pm,11.6,7.4,80,SW,20 11,39 21,1017.8,0.6,2024-07-16
3:30 pm,13.2,9.6,73,SW,17 9,30 16,1017.3,0.6,2024-07-16
3:00 pm,11.5,8.7,82,SW,13 7,22 12,1017.3,0.6,2024-07-16
2:30 pm,13.2,9.8,76,SSW,17 9,28 15,1017.1,0.4,2024-07-16
2:01 pm,10.9,8.3,90,SSW,13 7,24 13,1017.5,0.4,2024-07-16
2:00 pm,10.9,8.3,90,SSW,13 7,24 13,1017.6,0.4,2024-07-16
1:49 pm,10.5,6.6,89,SSW,19 10,30 16,1017.9,0.4,2024-07-16
1:30 pm,12.4,8.5,71,SSW,17 9,32 17,1017.7,0.0,2024-07-16
1:00 pm,13.4,9.2,67,SSW,19 10,30 16,1017.8,0.0,2024-07-16
12:30 pm,12.5,8.3,71,SW,19 10,32 17,1017.9,0.0,2024-07-16
12:00 pm,13.6,9.8,67,SW,17 9,28 15,1018.2,0.0,2024-07-16
11:30 am,13.2,8.9,66,SSW,19 10,30 16,1018.6,0.0,2024-07-16
11:00 am,12.3,7.3,67,SSW,22 12,41 22,1019.0,0.0,2024-07-16
10:30 am,11.9,7.5,73,SSW,20 11,35 19,1019.1,0.0,2024-07-16
10:00 am,12.1,7.7,69,SSW,19 10,35 19,1019.0,0.0,2024-07-16
9:30 am,11.9,8.7,72,S,13 7,24 13,1018.7,0.0,2024-07-16
9:00 am,10.9,7.7,77,SSW,13 7,24 13,1018.5,2.8,2024-07-16
8:30 am,10.4,7.1,76,SSW,13 7,28 15,1018.1,2.8,2024-07-16
8:00 am,9.9,6.7,81,SSW,13 7,24 13,1017.9,2.8,2024-07-16
7:30 am,9.3,6.4,83,SSW,11 6,19 10,1017.7,2.8,2024-07-16
7:00 am,8.9,6.3,84,SSW,9 5,17 9,1017.4,2.8,2024-07-16
6:30 am,9.0,6.8,84,S,7 4,15 8,1017.3,2.8,2024-07-16
6:00 am,8.9,6.9,84,SSE,6 3,9 5,1017.0,2.8,2024-07-16
5:30 am,9.1,6.6,83,S,9 5,15 8,1016.8,2.8,2024-07-16
5:00 am,8.8,5.9,85,SSW,11 6,19 10,1016.6,2.8,2024-07-16
4:30 am,8.5,6.6,88,S,6 3,13 7,1016.8,2.8,2024-07-16
4:00 am,8.7,6.2,86,S,9 5,20 11,1016.7,2.8,2024-07-16
3:30 am,8.4,6.3,88,SSW,7 4,11 6,1016.6,2.8,2024-07-16
3:00 am,8.3,6.4,89,S,6 3,11 6,1016.9,2.8,2024-07-16
2:30 am,8.5,6.4,87,S,7 4,19 10,1016.7,2.8,2024-07-16
2:00 am,7.9,6.6,88,S,2 1,7 4,1016.8,2.8,2024-07-16
1:30 am,8.5,6.4,88,SSW,7 4,11 6,1016.6,2.8,2024-07-16
1:00 am,8.6,6.1,86,S,9 5,15 8,1016.8,2.8,2024-07-16
12:30 am,8.2,6.1,89,SSW,7 4,11 6,1016.8,2.8,2024-07-16
12:00 am,8.5,6.1,90,S,9 5,15 8,1016.9,2.8,2024-07-16
