Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,9.5,8.2,98,SSE,6 3,7 4,1026.6,1.2,2024-08-02
11:00 pm,10.0,8.8,98,SE,6 3,6 3,1026.8,1.2,2024-08-02
10:30 pm,10.0,10.0,98,CALM,0 0,4 2,1026.7,1.2,2024-08-02
10:00 pm,10.0,9.8,95,CALM,0 0,0 0,1026.6,1.2,2024-08-02
9:30 pm,10.8,9.7,94,NE,6 3,7 4,1026.6,1.2,2024-08-02
9:00 pm,10.7,10.8,96,CALM,0 0,0 0,1026.5,1.2,2024-08-02
8:30 pm,10.7,10.8,96,CALM,0 0,0 0,1026.2,1.0,2024-08-02
8:00 pm,10.7,10.7,94,CALM,0 0,4 2,1026.2,1.0,2024-08-02
7:30 pm,10.9,10.1,93,SSE,4 2,7 4,1026.0,1.0,2024-08-02
7:03 pm,11.0,9.9,93,SSE,6 3,9 5,1025.5,1.0,2024-08-02
7:00 pm,11.0,9.9,93,SSE,6 3,9 5,1025.5,1.0,2024-08-02
6:30 pm,11.7,11.1,84,SW,2 1,9 5,1025.1,0.4,2024-08-02
6:18 pm,12.1,10.1,80,SW,9 5,15 8,1024.9,0.2,2024-08-02
6:00 pm,13.0,11.4,72,SW,6 3,7 4,1024.4,0.0,2024-08-02
