Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,10.0,7.0,94,W,15 8,–,1029.5,1.4,2024-08-02
11:00 pm,10.0,6.6,94,WNW,17 9,–,1029.6,1.4,2024-08-02
10:30 pm,10.3,6.6,94,WNW,19 10,–,1029.7,1.4,2024-08-02
10:00 pm,10.1,7.0,93,W,15 8,–,1029.6,1.4,2024-08-02
9:30 pm,10.5,8.0,94,WNW,13 7,–,1029.5,1.4,2024-08-02
9:00 pm,10.8,9.4,93,W,7 4,–,1029.6,1.4,2024-08-02
8:30 pm,11.2,10.4,90,NNW,4 2,–,1029.7,1.4,2024-08-02
8:00 pm,11.8,11.0,87,NNW,4 2,–,1029.6,1.4,2024-08-02
7:30 pm,12.1,11.2,82,SSE,4 2,–,1029.6,1.4,2024-08-02
7:00 pm,12.6,11.7,81,SSE,4 2,–,1029.4,1.4,2024-08-02
6:30 pm,12.9,11.7,79,SSE,6 3,–,1029.5,1.4,2024-08-02
6:00 pm,13.1,11.8,77,SSE,6 3,–,1029.3,1.4,2024-08-02
5:30 pm,13.5,11.7,76,S,9 5,–,1029.0,1.4,2024-08-02
5:00 pm,14.1,12.3,73,S,9 5,–,1028.8,1.4,2024-08-02
4:30 pm,14.3,11.3,65,SSW,13 7,–,1028.6,1.4,2024-08-02
4:00 pm,15.0,12.1,64,S,13 7,–,1028.6,1.4,2024-08-02
3:30 pm,15.6,11.7,63,SSE,19 10,–,1028.5,1.4,2024-08-02
3:00 pm,16.5,12.6,60,SSE,19 10,–,1028.5,1.4,2024-08-02
2:30 pm,17.5,15.3,65,SSE,13 7,–,1028.6,1.4,2024-08-02
2:00 pm,16.7,13.9,65,S,15 8,–,1028.6,1.4,2024-08-02
1:30 pm,16.8,14.3,68,S,15 8,–,1028.7,1.4,2024-08-02
1:00 pm,15.4,13.5,72,SSE,11 6,–,1029.1,1.4,2024-08-02
12:30 pm,14.7,11.8,72,SSW,15 8,–,1029.4,1.4,2024-08-02
12:00 pm,13.9,13.4,89,NNW,6 3,–,1030.0,1.4,2024-08-02
11:30 am,13.0,12.3,90,NE,6 3,–,1030.5,1.4,2024-08-02
11:00 am,14.2,12.5,76,S,9 5,–,1030.6,0.0,2024-08-02
10:30 am,14.5,12.1,74,SSW,13 7,–,1030.6,0.0,2024-08-02
10:00 am,14.6,12.2,75,WNW,13 7,–,1030.7,0.0,2024-08-02
9:30 am,12.9,9.6,79,WNW,17 9,–,1031.0,0.0,2024-08-02
9:00 am,11.3,7.5,86,WNW,19 10,–,1030.9,8.6,2024-08-02
8:30 am,10.4,6.4,91,WNW,20 11,–,1030.8,8.6,2024-08-02
8:00 am,9.2,5.6,95,W,17 9,–,1030.7,8.6,2024-08-02
7:30 am,8.6,4.5,94,W,19 10,–,1030.6,8.6,2024-08-02
7:00 am,8.5,4.2,95,WNW,20 11,–,1030.4,8.6,2024-08-02
6:30 am,8.5,4.2,95,W,20 11,–,1030.3,8.6,2024-08-02
