Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
5:30 am,5.3,2.8,89,NE,6 3,7 4,1022.0,0.0,2025-07-18
5:00 am,6.4,3.8,87,NE,7 4,11 6,1021.7,0.0,2025-07-18
4:30 am,7.0,4.1,85,NE,9 5,13 7,1021.6,0.0,2025-07-18
4:00 am,6.9,4.4,85,NE,7 4,11 6,1021.6,0.0,2025-07-18
3:30 am,6.7,4.2,89,NNE,7 4,9 5,1021.6,0.0,2025-07-18
3:00 am,6.5,4.9,86,N,2 1,6 3,1021.8,0.0,2025-07-18
2:30 am,7.6,5.3,81,NNE,6 3,9 5,1021.9,0.0,2025-07-18
2:00 am,8.7,6.2,77,NE,7 4,9 5,1022.1,0.0,2025-07-18
1:30 am,7.8,4.8,78,NE,9 5,15 8,1022.1,0.0,2025-07-18
1:00 am,8.0,5.4,78,NNE,7 4,11 6,1022.1,0.0,2025-07-18
12:30 am,8.1,5.6,79,NNE,7 4,11 6,1022.2,0.0,2025-07-18
12:00 am,7.7,4.7,79,NNE,9 5,15 8,1022.5,0.0,2025-07-18
