Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,8.2,6.6,77,NNE,2 1,6 3,1022.4,0.0,2023-06-19
11:00 pm,7.8,5.1,76,ESE,7 4,9 5,1022.1,0.0,2023-06-19
10:30 pm,7.9,5.1,73,SE,7 4,9 5,1022.2,0.0,2023-06-19
10:00 pm,8.2,5.7,72,SE,6 3,7 4,1022.2,0.0,2023-06-19
9:30 pm,9.0,6.3,69,SE,7 4,11 6,1022.1,0.0,2023-06-19
9:00 pm,9.4,7.0,70,SE,6 3,9 5,1021.9,0.0,2023-06-19
8:30 pm,10.3,7.3,66,ESE,9 5,13 7,1022.0,0.0,2023-06-19
8:00 pm,9.8,7.3,72,SE,7 4,9 5,1021.8,0.0,2023-06-19
7:30 pm,8.8,7.4,79,ESE,2 1,7 4,1021.6,0.0,2023-06-19
7:00 pm,9.1,7.6,76,SE,2 1,7 4,1021.3,0.0,2023-06-19
6:30 pm,9.7,7.5,75,S,6 3,11 6,1020.8,0.0,2023-06-19
6:00 pm,10.1,9.1,73,CALM,0 0,0 0,1020.2,0.0,2023-06-19
5:30 pm,10.5,8.3,70,S,6 3,9 5,1020.2,0.0,2023-06-19
5:00 pm,11.4,8.1,64,SSW,11 6,19 10,1019.9,0.0,2023-06-19
4:30 pm,12.3,8.6,59,SW,13 7,20 11,1019.8,0.0,2023-06-19
4:00 pm,12.9,8.9,58,SW,15 8,26 14,1019.8,0.0,2023-06-19
3:30 pm,13.2,8.8,56,WSW,17 9,26 14,1019.4,0.0,2023-06-19
3:00 pm,13.3,9.5,61,SW,15 8,28 15,1018.9,0.0,2023-06-19
2:30 pm,13.4,9.3,62,WSW,17 9,26 14,1018.7,0.0,2023-06-19
2:00 pm,13.7,9.9,58,SW,15 8,26 14,1018.6,0.0,2023-06-19
1:30 pm,13.3,9.7,57,SSW,13 7,26 14,1018.6,0.0,2023-06-19
1:00 pm,13.5,9.3,60,SSW,17 9,28 15,1018.5,0.0,2023-06-19
12:30 pm,13.3,8.6,58,SW,19 10,28 15,1018.6,0.0,2023-06-19
12:00 pm,13.7,9.0,56,SW,19 10,28 15,1018.6,0.0,2023-06-19
11:30 am,13.8,9.0,55,SW,19 10,28 15,1018.6,0.0,2023-06-19
11:00 am,13.3,8.4,58,SW,20 11,43 23,1018.6,0.0,2023-06-19
10:30 am,13.2,8.3,58,SW,20 11,35 19,1018.4,0.0,2023-06-19
10:00 am,13.1,8.4,59,SW,19 10,32 17,1018.0,0.0,2023-06-19
9:30 am,12.3,7.8,66,SW,19 10,30 16,1017.6,0.0,2023-06-19
9:00 am,12.0,8.3,67,SW,15 8,28 15,1017.2,10.0,2023-06-19
8:30 am,11.7,8.7,77,SW,13 7,24 13,1016.9,10.0,2023-06-19
8:00 am,10.5,7.2,84,SW,15 8,26 14,1016.8,10.0,2023-06-19
7:30 am,10.5,8.1,89,WSW,11 6,20 11,1016.3,9.6,2023-06-19
7:00 am,10.9,8.1,86,SW,13 7,26 14,1015.9,9.0,2023-06-19
6:30 am,11.6,9.3,84,SW,11 6,20 11,1015.5,8.8,2023-06-19
6:00 am,11.5,8.5,86,SW,15 8,24 13,1015.0,8.8,2023-06-19
