Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,11.1,7.9,66,ESE,11 6,15 8,1027.9,0.0,2024-09-26
11:00 pm,9.9,8.3,70,NNE,2 1,9 5,1027.9,0.0,2024-09-26
10:30 pm,11.2,8.7,65,ESE,7 4,11 6,1027.9,0.0,2024-09-26
10:00 pm,10.7,8.2,68,E,7 4,11 6,1028.0,0.0,2024-09-26
9:30 pm,10.5,8.6,69,S,4 2,9 5,1028.2,0.0,2024-09-26
9:00 pm,10.6,7.7,67,SE,9 5,17 9,1028.2,0.0,2024-09-26
8:30 pm,10.7,7.8,65,SE,9 5,15 8,1028.3,0.0,2024-09-26
8:00 pm,10.6,7.7,66,SSE,9 5,15 8,1028.4,0.0,2024-09-26
7:30 pm,10.6,8.1,66,SSE,7 4,13 7,1028.4,0.0,2024-09-26
7:00 pm,11.3,8.3,62,SSE,9 5,17 9,1028.3,0.0,2024-09-26
6:30 pm,11.9,8.9,59,SSE,9 5,17 9,1028.0,0.0,2024-09-26
6:00 pm,12.9,9.6,56,SSE,11 6,20 11,1027.7,0.0,2024-09-26
