Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,13.8,11.5,66,NNE,9 5,15 8,1019.4,0.0,2023-05-04
11:00 pm,13.6,11.0,67,NE,11 6,15 8,1019.6,0.0,2023-05-04
10:30 pm,13.8,11.2,67,NE,11 6,17 9,1020.1,0.0,2023-05-04
10:00 pm,14.3,12.1,66,NE,9 5,13 7,1020.3,0.0,2023-05-04
9:30 pm,14.4,12.3,67,NNE,9 5,15 8,1020.4,0.0,2023-05-04
9:00 pm,14.5,12.1,67,NNE,11 6,15 8,1020.6,0.0,2023-05-04
8:30 pm,14.7,12.7,67,NNE,9 5,13 7,1020.5,0.0,2023-05-04
8:00 pm,15.0,13.4,67,NNE,7 4,13 7,1020.5,0.0,2023-05-04
7:30 pm,15.2,13.4,68,N,9 5,15 8,1020.6,0.0,2023-05-04
7:00 pm,15.0,13.7,71,NNE,7 4,11 6,1020.7,0.0,2023-05-04
6:30 pm,15.0,13.6,69,N,7 4,9 5,1020.6,0.0,2023-05-04
6:00 pm,15.1,13.9,70,N,6 3,9 5,1020.3,0.0,2023-05-04
