Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,16.9,14.9,53,SSE,7 4,15 8,1023.7,0.0,2024-09-15
11:00 pm,17.0,15.1,54,SSE,7 4,19 10,1023.5,0.0,2024-09-15
10:30 pm,17.1,14.6,55,SSE,11 6,22 12,1023.4,0.0,2024-09-15
10:00 pm,17.2,14.3,55,SE,13 7,20 11,1023.2,0.0,2024-09-15
9:30 pm,17.2,14.7,56,SE,11 6,22 12,1023.1,0.0,2024-09-15
9:00 pm,17.2,14.9,59,SE,11 6,20 11,1023.0,0.0,2024-09-15
8:30 pm,17.7,15.4,57,SE,11 6,32 17,1022.7,0.0,2024-09-15
8:00 pm,17.9,15.7,58,ESE,11 6,22 12,1022.4,0.0,2024-09-15
7:30 pm,18.2,15.6,62,SE,15 8,37 20,1021.8,0.0,2024-09-15
7:00 pm,18.3,17.2,66,ESE,9 5,26 14,1021.4,0.0,2024-09-15
6:30 pm,18.8,17.7,69,ESE,11 6,22 12,1020.7,0.0,2024-09-15
