Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,10.2,6.2,61,N,13 7,22 12,1005.8,0.0,2024-09-17
11:00 pm,10.3,5.0,61,N,20 11,33 18,1006.2,0.0,2024-09-17
10:30 pm,10.3,6.3,60,N,13 7,20 11,1006.5,0.0,2024-09-17
10:00 pm,10.9,5.1,56,N,22 12,39 21,1007.0,0.0,2024-09-17
9:47 pm,11.2,4.2,54,NNW,28 15,50 27,1007.2,0.0,2024-09-17
9:30 pm,11.3,5.1,54,N,24 13,35 19,1007.3,0.0,2024-09-17
9:00 pm,11.2,4.3,55,NNW,28 15,52 28,1007.7,0.0,2024-09-17
8:51 pm,11.2,4.3,55,NNW,28 15,52 28,1007.8,0.0,2024-09-17
8:30 pm,11.3,5.1,53,N,24 13,37 20,1008.0,0.0,2024-09-17
8:00 pm,11.1,6.0,57,NNE,19 10,28 15,1008.3,0.0,2024-09-17
7:30 pm,11.3,5.3,58,NNW,24 13,39 21,1009.0,0.0,2024-09-17
7:00 pm,11.5,6.7,55,N,17 9,28 15,1009.0,0.0,2024-09-17
6:30 pm,11.7,6.3,54,N,20 11,37 20,1009.1,0.0,2024-09-17
6:13 pm,11.9,6.2,53,N,22 12,44 24,1009.3,0.0,2024-09-17
6:00 pm,11.8,7.0,53,N,17 9,35 19,1009.6,0.0,2024-09-17
5:30 pm,12.3,7.9,52,N,15 8,28 15,1009.4,0.0,2024-09-17
5:00 pm,12.7,8.6,49,N,13 7,26 14,1010.0,0.0,2024-09-17
4:30 pm,13.5,8.1,48,N,20 11,35 19,1010.2,0.0,2024-09-17
4:00 pm,13.9,8.7,46,N,19 10,35 19,1010.1,0.0,2024-09-17
3:32 pm,14.7,7.4,44,NNW,30 16,48 26,1010.3,0.0,2024-09-17
3:30 pm,14.5,6.8,43,NNW,32 17,48 26,1010.3,0.0,2024-09-17
3:07 pm,14.9,8.0,44,NNW,28 15,46 25,1010.3,0.0,2024-09-17
3:00 pm,14.4,7.1,45,NNW,30 16,44 24,1010.4,0.0,2024-09-17
2:30 pm,14.3,8.9,45,NNW,20 11,33 18,1010.5,0.0,2024-09-17
2:20 pm,14.2,8.9,44,NW,19 10,41 22,1010.6,0.0,2024-09-17
2:00 pm,14.3,8.7,40,WNW,20 11,50 27,1011.0,0.0,2024-09-17
1:30 pm,13.8,5.8,43,NW,33 18,54 29,1011.1,0.0,2024-09-17
1:02 pm,14.2,7.7,39,WNW,24 13,48 26,1011.3,0.0,2024-09-17
1:00 pm,14.1,7.7,41,NW,24 13,54 29,1011.1,0.0,2024-09-17
12:54 pm,14.3,7.5,39,WNW,26 14,56 30,1011.4,0.0,2024-09-17
12:52 pm,14.8,8.8,40,NW,22 12,56 30,1011.3,0.0,2024-09-17
12:32 pm,13.7,6.6,43,NNW,28 15,57 31,1011.1,0.0,2024-09-17
12:30 pm,14.2,8.1,46,NNW,24 13,43 23,1011.3,0.0,2024-09-17
12:00 pm,12.2,6.6,56,NW,22 12,44 24,1012.4,0.0,2024-09-17
11:30 am,12.0,4.3,56,NNW,33 18,61 33,1012.5,0.0,2024-09-17
11:00 am,11.2,3.7,60,NNW,32 17,50 27,1012.7,0.0,2024-09-17
10:46 am,11.1,4.4,60,N,28 15,46 25,1012.9,0.0,2024-09-17
10:30 am,10.8,4.2,63,NNW,28 15,43 23,1013.1,0.0,2024-09-17
10:00 am,10.3,3.4,67,NNW,30 16,46 25,1013.7,0.0,2024-09-17
9:33 am,10.2,3.4,61,NNW,28 15,46 25,1014.0,0.0,2024-09-17
9:30 am,10.3,3.2,62,NNW,30 16,46 25,1014.1,0.0,2024-09-17
9:11 am,11.0,3.8,58,NNW,30 16,48 26,1014.3,0.0,2024-09-17
9:00 am,10.8,4.4,60,NNW,26 14,39 21,1014.4,0.2,2024-09-17
8:30 am,10.0,3.1,60,NNW,28 15,43 23,1014.9,0.2,2024-09-17
8:01 am,9.6,2.6,60,NNW,28 15,46 25,1015.2,0.2,2024-09-17
8:00 am,9.5,2.1,60,NNW,30 16,46 25,1015.2,0.2,2024-09-17
7:30 am,9.1,1.7,61,NNW,30 16,44 24,1015.4,0.2,2024-09-17
7:00 am,8.7,0.8,63,NNW,33 18,50 27,1015.4,0.2,2024-09-17
6:54 am,8.8,1.1,63,NNW,32 17,50 27,1015.5,0.2,2024-09-17
6:30 am,8.7,0.9,62,NNW,32 17,41 22,1015.7,0.2,2024-09-17
6:00 am,8.7,0.9,62,NNW,32 17,50 27,1015.7,0.2,2024-09-17
5:45 am,8.8,0.4,61,NNW,35 19,54 29,1015.5,0.2,2024-09-17
5:30 am,8.9,0.1,60,NNW,37 20,54 29,1015.5,0.2,2024-09-17
5:01 am,9.2,0.4,58,NNW,37 20,56 30,1015.9,0.2,2024-09-17
5:00 am,9.2,0.0,57,NNW,39 21,56 30,1015.9,0.2,2024-09-17
4:40 am,9.4,1.3,57,NW,33 18,54 29,1016.3,0.2,2024-09-17
4:30 am,9.5,1.5,57,NW,33 18,48 26,1016.5,0.2,2024-09-17
4:02 am,9.9,2.4,54,WNW,30 16,52 28,1016.4,0.2,2024-09-17
4:00 am,9.8,3.1,56,WNW,26 14,52 28,1016.3,0.2,2024-09-17
3:30 am,9.4,6.9,68,SSW,6 3,13 7,1016.6,0.2,2024-09-17
3:00 am,9.4,6.3,68,ESE,9 5,13 7,1016.8,0.2,2024-09-17
2:30 am,9.5,4.6,68,NNW,19 10,30 16,1017.2,0.2,2024-09-17
2:00 am,9.5,3.6,67,N,24 13,33 18,1017.6,0.2,2024-09-17
1:30 am,9.1,1.5,65,N,32 17,46 25,1018.1,0.2,2024-09-17
1:00 am,9.0,0.1,65,NNW,39 21,52 28,1018.6,0.2,2024-09-17
12:30 am,9.0,0.8,64,NNW,35 19,52 28,1019.1,0.2,2024-09-17
12:00 am,9.1,0.0,61,NNW,39 21,52 28,1019.6,0.2,2024-09-17
